title,description,url
UCR ranked No. 23 among best value colleges in new college guide,"UC Riverside is ranked high for financial aid, making an impact, and value in the Princeton Review’s “Best 388 Colleges for 2023.” The lists are based on the Princeton Review’s survey of 160,000 students attending the 388 colleges and universities profiled. They appear in the 2023 edition of the annual college guide, which will be released Aug. 23.",https://news.ucr.edu/articles/2022/08/19/ucr-ranked-no-23-among-best-value-colleges-new-college-guide
Forbes magazine ranks UC Riverside No. 33 public university,"UC Riverside is the No. 33 public university in a college ranking from Forbes magazine. UCR was among several UC campuses and 17 public universities in the top 50. The methodology for the Forbes list relies on data from two federal databases, the Integrated Postsecondary Education Data System, or IPEDS, and the College Scorecard, as well as several databases that gauge graduates’ earning.",https://news.ucr.edu/articles/2022/09/07/forbes-magazine-ranks-uc-riverside-no-33-public-university
Study identifies new temperature sensing mechanism in plants,Phytochrome foci have different behaviors at different temperatures and types of light,https://news.ucr.edu/articles/2020/04/03/study-identifies-new-temperature-sensing-mechanism-plants
Scientists identify how plants sense temperature,"When it gets hot outside, humans and animals have the luxury of seeking shelter in the shade or cool, air-conditioned buildings. But plants are stuck. While not immune to changing climate, plants respond to the rising mercury in different ways. Temperature affects the distribution of plants around the planet. It also affects the flowering time, crop yield, and even resistance to disease. ",https://news.ucr.edu/articles/2019/01/11/scientists-identify-how-plants-sense-temperature
Modern activities follow the contours of ancient Teotihuacan,Lidar mapping study reveals vast landscape modifications that still influence construction and farming,https://news.ucr.edu/articles/2021/09/20/modern-activities-follow-contours-ancient-teotihuacan
UCR Ph.D. student curates Riverside Art Museum Exhibition,"Running Feb. 3 through Dec. 30, 2018, the show features a selection of Mesoamerican artifacts on public display for the very first time",https://news.ucr.edu/articles/2018/01/04/ucr-phd-student-curates-riverside-art-museum-exhibition
Monuments that matter,Paper urges archaeologists and historians to work closely with people who are grappling with racism in public monuments,https://news.ucr.edu/articles/2021/04/08/monuments-matter
Why weren’t New World rabbits domesticated?,Archaeologists find the answer in rabbit social behavior,https://news.ucr.edu/articles/2021/07/21/why-werent-new-world-rabbits-domesticated
Anthropologist plots new use for motion-capture technology,UCR bioarchaeologist Sara Becker plans to use the cutting-edge technique to document traditional labors of indigenous Andean people,https://news.ucr.edu/articles/2018/05/30/anthropologist-plots-new-use-motion-capture-technology
An ancient Maya ambassador’s bones show a life of privilege and hardship,Ajpach’ Waal forged an alliance between two dynasties but died in obscurity,https://news.ucr.edu/articles/2021/03/15/ancient-maya-ambassadors-bones-show-life-privilege-and-hardship
More than half of American adults with advanced multiple sclerosis report mistreatment by caregivers,UC Riverside-led study describes first published survey documenting nature and extent of caregiver mistreatment of this population,https://news.ucr.edu/articles/2020/10/27/more-half-american-adults-advanced-multiple-sclerosis-report-mistreatment
Pandemic led to profound changes in multiple sclerosis clinical practice,UC Riverside-led national survey of MS specialists finds nearly 10% had been redeployed to the front lines of COVID-19 patient care,https://news.ucr.edu/articles/2021/04/19/pandemic-led-profound-changes-multiple-sclerosis-clinical-practice
Research offers superior therapeutic approach for MS,"Multiple sclerosis is an autoimmune disease that affects more than 2.3 million people worldwide. This debilitating condition periodically shutters communication between the brain and other parts of the body, resulting in symptoms that range from numbness and tingling in the arms and legs to blindness and paralysis. While treatments are available to alleviate inflammation, no therapies exist to protect neurons or repair the degraded myelin sheath that normally surrounds nerves.",https://news.ucr.edu/articles/2019/02/20/research-offers-superior-therapeutic-approach-ms
A shot in the arm,UC Riverside experts answer questions on Americans needing just one COVID-19 booster vaccine each year,https://news.ucr.edu/articles/2022/09/07/shot-arm
To vaccinate or not to vaccinate,A UCR sociologist is part of a $1.5 million effort to better understand skepticism toward childhood vaccines,https://news.ucr.edu/articles/2018/12/06/vaccinate-or-not-vaccinate
"Too much hype, too soon?","The news arrived Monday that the world has been awaiting since spring: a vaccine has been developed that shows a high degree of efficacy in late-stage trials: 90%. That puts it in the company of effective vaccines such as for measles, and well beyond what the medical community hoped for in efficacy. Among UCR scientists, as everywhere, the news of the vaccine developed by the drugmakers Pfizer and BioNTech was welcomed. ",https://news.ucr.edu/articles/2020/11/10/too-much-hype-too-soon
Classroom technology on the RISE,"UC Riverside is getting ready for new modes of instruction this fall as it unveils classrooms equipped with state-of-the-art video and audio technology. The program, called Rooms for Increasing Student Engagement, or RISE, will feature classrooms that allow for both in-person and remote options for the same class. The campus is planning for a return to mostly in-person instruction this fall.",https://news.ucr.edu/articles/2021/07/21/classroom-technology-rise
UCR experts discuss the J&J vaccine 'pause',"Even as vaccinations across the U.S. were ramping up due to the popularity and availability of the one-dose Johnson & Johnson vaccine, the CDC called a timeout due to reports of serious blood clots",https://news.ucr.edu/articles/2021/04/15/ucr-experts-discuss-jj-vaccine-pause
"O my, here’s Omicron",UC Riverside experts share their thoughts on the new COVID-19 variant,https://news.ucr.edu/articles/2021/11/30/o-my-heres-omicron
Wall Street Journal rankings put UCR in top 50 publics,"UCR Riverside moved into the top 50 public universities in a college rankings system from The Wall Street Journal and Times Higher Education. With the 2022 WSJ/THE report, UCR has climbed 184 positions in the overall rankings in the past five years.",https://news.ucr.edu/articles/2021/09/29/wall-street-journal-rankings-put-ucr-top-50-publics
UC Riverside reaches No. 1 in social mobility,"University of California, Riverside, is the top university in the United States for social mobility in the 2020 U.S. News & World Report Best Colleges rankings.",https://news.ucr.edu/articles/2019/09/09/uc-riverside-reaches-no-1-social-mobility
